timestamp,scan_shift,scan_leader,part_number,PO_number,pallet_label,box_label,qty_in_box,status,prod_date,prod_shift
2025-01-01 14:36:00,Afternoon,Alex,100005081.00.05,4000001,7000114,7000216,15,Списано,01.01.2025,Afternoon
2025-01-01 14:42:00,Afternoon,Alex,100005081.00.05,4000001,7000114,7000217,15,Списано,01.01.2025,Afternoon
2025-01-01 14:48:00,Afternoon,Alex,100005081.00.05,4000001,7000114,7000218,15,Списано,01.01.2025,Afternoon
2025-01-01 14:54:00,Afternoon,Alex,100005081.00.05,4000001,7000219,7000220,15,Списано,01.01.2025,Afternoon
2025-01-01 15:00:00,Afternoon,Alex,100005081.00.05,4000001,7000219,7000221,15,Списано,01.01.2025,Afternoon
2025-01-01 15:06:00,Afternoon,Alex,100005081.00.05,4000001,7000219,7000222,15,Списано,01.01.2025,Afternoon
2025-01-01 15:12:00,Afternoon,Alex,100005081.00.05,4000001,7000219,7000223,15,Списано,01.01.2025,Afternoon
2025-01-01 15:18:00,Afternoon,Alex,100005081.00.05,4000001,7000219,7000224,15,Списано,01.01.2025,Afternoon
2025-01-01 15:24:00,Afternoon,Alex,100005081.00.05,4000001,7000219,7000225,15,Списано,01.01.2025,Afternoon
2025-01-01 15:30:00,Afternoon,Alex,100005081.00.05,4000001,7000219,7000226,15,Списано,01.01.2025,Afternoon
2025-01-01 15:36:00,Afternoon,Alex,100005081.00.05,4000001,7000219,7000227,15,Списано,01.01.2025,Afternoon
2025-01-01 15:42:00,Afternoon,Alex,100005081.00.05,4000001,7000219,7000228,15,Списано,01.01.2025,Afternoon
2025-01-01 15:48:00,Afternoon,Alex,100005081.00.05,4000001,7000219,7000229,15,Списано,01.01.2025,Afternoon
2025-01-01 15:54:00,Afternoon,Alex,100005081.00.05,4000001,7000219,7000230,15,Списано,01.01.2025,Afternoon
2025-01-01 16:00:00,Afternoon,Alex,100005081.00.05,4000001,7000219,7000231,15,Списано,01.01.2025,Afternoon
2025-01-01 16:06:00,Afternoon,Alex,100005081.00.05,4000001,7000232,7000233,15,Списано,01.01.2025,Afternoon
2025-01-01 16:12:00,Afternoon,Alex,100005081.00.05,4000001,7000232,7000234,15,Списано,01.01.2025,Afternoon
2025-01-01 16:18:00,Afternoon,Alex,100005081.00.05,4000001,7000232,7000235,15,Списано,01.01.2025,Afternoon
2025-01-01 16:24:00,Afternoon,Alex,100005081.00.05,4000001,7000232,7000236,15,Списано,01.01.2025,Afternoon
2025-01-01 16:30:00,Afternoon,Alex,100005081.00.05,4000001,7000232,7000237,15,Списано,01.01.2025,Afternoon
2025-01-01 16:36:00,Afternoon,Alex,100005081.00.05,4000001,7000232,7000238,15,Списано,01.01.2025,Afternoon
2025-01-01 16:42:00,Afternoon,Alex,100005081.00.05,4000001,7000232,7000239,15,Списано,01.01.2025,Afternoon
2025-01-01 16:48:00,Afternoon,Alex,100005081.00.05,4000001,7000232,7000240,15,Списано,01.01.2025,Afternoon
2025-01-01 16:54:00,Afternoon,Alex,100005081.00.05,4000004,7000232,7000300,15,Списано,01.01.2025,Afternoon
2025-01-01 17:00:00,Afternoon,Alex,100005081.00.05,4000004,7000232,7000301,15,Списано,01.01.2025,Afternoon
2025-01-01 17:06:00,Afternoon,Alex,100005081.00.05,4000004,7000232,7000302,15,Списано,01.01.2025,Afternoon
2025-01-01 17:12:00,Afternoon,Alex,100005081.00.05,4000004,7000232,7000303,15,Списано,01.01.2025,Afternoon
2025-01-01 17:18:00,Afternoon,Alex,100005081.00.05,4000004,7000304,7000305,15,Списано,01.01.2025,Afternoon
2025-01-01 17:24:00,Afternoon,Alex,100005081.00.05,4000004,7000304,7000306,15,Списано,01.01.2025,Afternoon
2025-01-01 17:30:00,Afternoon,Alex,100005081.00.05,4000004,7000304,7000307,15,Списано,01.01.2025,Afternoon
2025-01-01 17:36:00,Afternoon,Alex,100005081.00.05,4000004,7000304,7000308,15,Списано,01.01.2025,Afternoon
2025-01-01 17:42:00,Afternoon,Alex,100005081.00.05,4000004,7000304,7000309,15,Списано,01.01.2025,Afternoon
2025-01-01 17:48:00,Afternoon,Alex,100005081.00.05,4000004,7000304,7000310,15,Списано,01.01.2025,Afternoon
2025-01-01 17:54:00,Afternoon,Alex,100005081.00.05,4000004,7000304,7000311,15,Списано,01.01.2025,Afternoon
2025-01-01 18:30:00,Afternoon,Alex,100005081.00.05,4000004,7000304,7000312,15,Списано,01.01.2025,Afternoon
2025-01-01 18:36:00,Afternoon,Alex,100005081.00.05,4000004,7000304,7000313,15,Списано,01.01.2025,Afternoon
2025-01-01 18:42:00,Afternoon,Alex,100005081.00.05,4000004,7000304,7000314,15,Списано,01.01.2025,Afternoon
2025-01-01 18:48:00,Afternoon,Alex,100005081.00.05,4000004,7000304,7000315,15,Списано,01.01.2025,Afternoon
2025-01-01 18:54:00,Afternoon,Alex,100005081.00.05,4000004,7000304,7000316,15,Списано,01.01.2025,Afternoon
2025-01-01 19:00:00,Afternoon,Alex,100005081.00.05,4000004,7000317,7000318,15,Списано,01.01.2025,Afternoon
2025-01-01 19:06:00,Afternoon,Alex,100005081.00.05,4000004,7000317,7000319,15,Списано,01.01.2025,Afternoon
2025-01-01 19:12:00,Afternoon,Alex,100005081.00.05,4000004,7000317,7000320,15,Списано,01.01.2025,Afternoon
2025-01-01 19:18:00,Afternoon,Alex,100005081.00.05,4000004,7000317,7000321,15,Списано,01.01.2025,Afternoon
2025-01-01 19:24:00,Afternoon,Alex,100005081.00.05,4000004,7000317,7000322,9,Частково списано,01.01.2025,Afternoon
2025-01-01 6:00:00,Morning,John,100005058.00.05,4000001,7000118,7000119,15,Списано,01.01.2025,Morning
2025-01-01 6:06:00,Morning,John,100005058.00.05,4000001,7000118,7000120,15,Списано,01.01.2025,Morning
2025-01-01 6:12:00,Morning,John,100005058.00.05,4000001,7000118,7000121,15,Списано,01.01.2025,Morning
2025-01-01 6:18:00,Morning,John,100005058.00.05,4000001,7000118,7000122,15,Списано,01.01.2025,Morning
2025-01-01 6:24:00,Morning,John,100005058.00.05,4000001,7000118,7000123,15,Списано,01.01.2025,Morning
2025-01-01 6:30:00,Morning,John,100005058.00.05,4000001,7000118,7000124,15,Списано,01.01.2025,Morning
2025-01-01 6:36:00,Morning,John,100005058.00.05,4000001,7000118,7000125,15,Списано,01.01.2025,Morning
2025-01-01 6:42:00,Morning,John,100005058.00.05,4000001,7000118,7000126,15,Списано,01.01.2025,Morning
2025-01-01 6:48:00,Morning,John,100005058.00.05,4000001,7000118,7000127,15,Списано,01.01.2025,Morning
2025-01-01 6:54:00,Morning,John,100005058.00.05,4000001,7000118,7000128,15,Списано,01.01.2025,Morning
2025-01-01 7:00:00,Morning,John,100005058.00.05,4000001,7000118,7000129,15,Списано,01.01.2025,Morning
2025-01-01 7:06:00,Morning,John,100005058.00.05,4000001,7000118,7000130,15,Списано,01.01.2025,Morning
2025-01-01 7:12:00,Morning,John,100005058.00.05,4000001,7000131,7000132,15,Списано,01.01.2025,Morning
2025-01-01 7:18:00,Morning,John,100005058.00.05,4000001,7000131,7000133,15,Списано,01.01.2025,Morning
2025-01-01 7:24:00,Morning,John,100005058.00.05,4000001,7000131,7000134,15,Списано,01.01.2025,Morning
2025-01-01 7:30:00,Morning,John,100005058.00.05,4000001,7000131,7000135,15,Списано,01.01.2025,Morning
2025-01-01 7:36:00,Morning,John,100005058.00.05,4000001,7000131,7000136,15,Списано,01.01.2025,Morning
2025-01-01 7:42:00,Morning,John,100005058.00.05,4000001,7000131,7000137,15,Списано,01.01.2025,Morning
2025-01-01 7:48:00,Morning,John,100005058.00.05,4000001,7000131,7000138,15,Списано,01.01.2025,Morning
2025-01-01 7:54:00,Morning,John,100005058.00.05,4000001,7000131,7000139,15,Списано,01.01.2025,Morning
2025-01-01 8:00:00,Morning,John,100005058.00.05,4000001,7000131,7000140,15,Списано,01.01.2025,Morning
2025-01-01 8:06:00,Morning,John,100005058.00.05,4000001,7000131,7000141,15,Списано,01.01.2025,Morning
2025-01-01 8:12:00,Morning,John,100005058.00.05,4000001,7000131,7000142,15,Списано,01.01.2025,Morning
2025-01-01 8:18:00,Morning,John,100005058.00.05,4000001,7000131,7000143,15,Списано,01.01.2025,Morning
2025-01-01 8:24:00,Morning,John,100005058.00.05,4000001,7000144,7000145,15,Списано,01.01.2025,Morning
2025-01-01 8:30:00,Morning,John,100005058.00.05,4000001,7000144,7000146,15,Списано,01.01.2025,Morning
2025-01-01 8:36:00,Morning,John,100005058.00.05,4000001,7000144,7000147,15,Списано,01.01.2025,Morning
2025-01-01 8:42:00,Morning,John,100005058.00.05,4000001,7000144,7000148,15,Списано,01.01.2025,Morning
2025-01-01 8:48:00,Morning,John,100005058.00.05,4000001,7000144,7000149,15,Списано,01.01.2025,Morning
2025-01-01 8:54:00,Morning,John,100005058.00.05,4000001,7000144,7000150,15,Списано,01.01.2025,Morning
2025-01-01 9:00:00,Morning,John,100005058.00.05,4000001,7000144,7000151,15,Списано,01.01.2025,Morning
2025-01-01 9:06:00,Morning,John,100005058.00.05,4000001,7000144,7000152,15,Списано,01.01.2025,Morning
2025-01-01 9:12:00,Morning,John,100005058.00.05,4000001,7000144,7000153,15,Списано,01.01.2025,Morning
2025-01-01 9:18:00,Morning,John,100005058.00.05,4000001,7000144,7000154,15,Списано,01.01.2025,Morning
2025-01-01 9:24:00,Morning,John,100005058.00.05,4000001,7000144,7000156,15,Списано,01.01.2025,Morning
2025-01-01 9:30:00,Morning,John,100005058.00.05,4000001,7000144,7000157,15,Списано,01.01.2025,Morning
2025-01-01 9:36:00,Morning,John,100005058.00.05,4000001,7000158,7000159,15,Списано,01.01.2025,Morning
2025-01-01 9:42:00,Morning,John,100005058.00.05,4000001,7000158,7000160,15,Списано,01.01.2025,Morning
2025-01-01 9:48:00,Morning,John,100005058.00.05,4000001,7000158,7000161,15,Списано,01.01.2025,Morning
2025-01-01 9:54:00,Morning,John,100005058.00.05,4000001,7000158,7000163,15,Списано,01.01.2025,Morning
2025-01-01 10:30:00,Morning,John,100005058.00.05,4000001,7000158,7000164,15,Списано,01.01.2025,Morning
2025-01-01 10:36:00,Morning,John,100005058.00.05,4000001,7000158,7000165,15,Списано,01.01.2025,Morning
2025-01-01 10:42:00,Morning,John,100005058.00.05,4000001,7000158,7000166,15,Списано,01.01.2025,Morning
2025-01-01 10:48:00,Morning,John,100005058.00.05,4000001,7000158,7000167,15,Списано,01.01.2025,Morning
2025-01-01 10:54:00,Morning,John,100005058.00.05,4000001,7000158,7000168,15,Списано,01.01.2025,Morning
2025-01-01 11:00:00,Morning,John,100005058.00.05,4000001,7000158,7000169,15,Списано,01.01.2025,Morning
2025-01-01 11:06:00,Morning,John,100005058.00.05,4000001,7000158,7000170,15,Списано,01.01.2025,Morning
2025-01-01 11:12:00,Morning,John,100005058.00.05,4000001,7000158,7000171,15,Списано,01.01.2025,Morning
2025-01-01 11:18:00,Morning,John,100005058.00.05,4000001,7000172,7000173,15,Списано,01.01.2025,Morning
2025-01-01 11:24:00,Morning,John,100005058.00.05,4000001,7000172,7000174,15,Списано,01.01.2025,Morning
2025-01-01 11:30:00,Morning,John,100005058.00.05,4000001,7000172,7000175,15,Списано,01.01.2025,Morning
2025-01-01 6:00:00,Morning,John,100005078.00.06,4000001,7000001,7000002,15,Списано,01.01.2025,Morning
2025-01-01 6:06:00,Morning,John,100005078.00.06,4000001,7000001,7000003,15,Списано,01.01.2025,Morning
2025-01-01 6:12:00,Morning,John,100005078.00.06,4000001,7000001,7000004,15,Списано,01.01.2025,Morning
2025-01-01 6:18:00,Morning,John,100005078.00.06,4000001,7000001,7000005,15,Списано,01.01.2025,Morning
2025-01-01 6:24:00,Morning,John,100005078.00.06,4000001,7000001,7000006,15,Списано,01.01.2025,Morning
2025-01-01 6:30:00,Morning,John,100005078.00.06,4000001,7000001,7000007,15,Списано,01.01.2025,Morning
2025-01-01 6:36:00,Morning,John,100005078.00.06,4000001,7000001,7000008,15,Списано,01.01.2025,Morning
2025-01-01 6:42:00,Morning,John,100005078.00.06,4000001,7000001,7000009,15,Списано,01.01.2025,Morning
2025-01-01 6:48:00,Morning,John,100005078.00.06,4000001,7000001,7000010,15,Списано,01.01.2025,Morning
2025-01-01 6:54:00,Morning,John,100005078.00.06,4000001,7000001,7000011,15,Списано,01.01.2025,Morning
2025-01-01 7:00:00,Morning,John,100005078.00.06,4000001,7000001,7000012,15,Списано,01.01.2025,Morning
2025-01-01 7:06:00,Morning,John,100005078.00.06,4000001,7000001,7000013,15,Списано,01.01.2025,Morning
2025-01-01 7:12:00,Morning,John,100005078.00.06,4000001,7000014,7000015,15,Списано,01.01.2025,Morning
2025-01-01 7:18:00,Morning,John,100005078.00.06,4000001,7000014,7000016,15,Списано,01.01.2025,Morning
2025-01-01 7:24:00,Morning,John,100005078.00.06,4000001,7000014,7000017,15,Списано,01.01.2025,Morning
2025-01-01 7:30:00,Morning,John,100005078.00.06,4000001,7000014,7000018,15,Списано,01.01.2025,Morning
2025-01-01 7:36:00,Morning,John,100005078.00.06,4000001,7000014,7000019,15,Списано,01.01.2025,Morning
2025-01-01 7:42:00,Morning,John,100005078.00.06,4000001,7000014,7000020,15,Списано,01.01.2025,Morning
2025-01-01 7:48:00,Morning,John,100005078.00.06,4000001,7000014,7000021,15,Списано,01.01.2025,Morning
2025-01-01 7:54:00,Morning,John,100005078.00.06,4000001,7000014,7000022,15,Списано,01.01.2025,Morning
2025-01-01 8:00:00,Morning,John,100005078.00.06,4000001,7000014,7000023,15,Списано,01.01.2025,Morning
2025-01-01 8:06:00,Morning,John,100005078.00.06,4000001,7000014,7000024,15,Списано,01.01.2025,Morning
2025-01-01 8:12:00,Morning,John,100005078.00.06,4000001,7000014,7000025,15,Списано,01.01.2025,Morning
2025-01-01 8:18:00,Morning,John,100005078.00.06,4000001,7000014,7000026,15,Списано,01.01.2025,Morning
2025-01-01 8:24:00,Morning,John,100005078.00.06,4000001,7000027,7000028,15,Списано,01.01.2025,Morning
2025-01-01 8:30:00,Morning,John,100005078.00.06,4000001,7000027,7000029,15,Списано,01.01.2025,Morning
2025-01-01 8:36:00,Morning,John,100005078.00.06,4000001,7000027,7000030,15,Списано,01.01.2025,Morning
2025-01-01 8:42:00,Morning,John,100005078.00.06,4000001,7000027,7000031,15,Списано,01.01.2025,Morning
2025-01-01 8:48:00,Morning,John,100005078.00.06,4000001,7000027,7000032,15,Списано,01.01.2025,Morning
2025-01-01 8:54:00,Morning,John,100005078.00.06,4000001,7000027,7000033,15,Списано,01.01.2025,Morning
